,Key,Topic,Substance,Class,Document
8668,38_myristica spp.,38,myristica spp.,Stimulants,research and personal experimentation before i determined what i was capable of and i am quick to revise my opinions if needed based on my experiences with ORG . finally i
8669,14_myristica spp.,14,myristica spp.,Stimulants,alternative to cannabis . overall i am greatly impressed by the apparent stability of its long term use and i find myself considering dumping ole PERSON PERSON for good and spending
8670,60_myristica spp.,60,myristica spp.,Stimulants,i leave my house . the shower i took felt like it was a hour long but it was barley minutes . i smoke some pipe tobacco and get to my
8671,4_myristica spp.,4,myristica spp.,Stimulants,ok and i tell him that i still mentally feel like i at home just passed out in the floor if my bathroom . he got all it confused and i
8672,35_myristica spp.,35,myristica spp.,Stimulants,been for the same reason nothing else available but this is mostly because of how long it takes to kick i not sure how i settled on a dosage of tsp
8673,56_myristica spp.,56,myristica spp.,Stimulants,usually go DATE DATE DATE as the effects are so pronounced and last for so long it would simply be overkill to mix up another shake so if anyone is familiar
8674,13_myristica spp.,13,myristica spp.,Stimulants,surf the internet and end up learning about ancient religions in a wikipedia wormhole . time seems to slow and speed up in intervals and i begin to snack t hrs
8675,14_myristica spp.,14,myristica spp.,Stimulants,marijuana sorta high . this persisted for a couple more hours . the high then slowly turned into feeling slightly drunk with horrible stabbing stomach pains and the urge to vomit
8676,13_myristica spp.,13,myristica spp.,Stimulants,have been ensuing for the past three a very odd high is apparent now . time distortion is present and ability to tell time how much time has passed is highly
8677,14_myristica spp.,14,myristica spp.,Stimulants,high whereas a marijuana high is confusing and makes me have fuzzy thoughts . although accelerated evolution and convolusion of thoughts is definitely present the ability to hold thoughts and actually
8678,14_myristica spp.,14,myristica spp.,Stimulants,. i have had a sort of munchies feel this whole placeholder . throughout the time after puking i was having a munchies feeling but unlike marijuana munchies eating too much
8679,36_myristica spp.,36,myristica spp.,Stimulants,do remember what happened during the break . i only rememebr that it was very slow . oh yeah and i ate some . that all i remember about the break
8680,100_2c-b,100,2c-b,Serotonergic psychedelics,colors and shapes . the hallucinatory cloudbank was approaching with hurricane speed and increasing in velocity coming from every direction toward me such that i was at the center of a
8681,58_myristica spp.,58,myristica spp.,Stimulants,like . as i walked out the door i guess the test took the whole period . it seemed to take hours but none of that placeholder was spent waiting one
8682,44_myristica spp.,44,myristica spp.,Stimulants,swallow it and wash it down with a good glass of nutmeg effects last a long time the peak is about hours after i sink one . the effects last for
8683,24_myristica spp.,24,myristica spp.,Stimulants,and then everything goes haywire . its like someone is flipping through the channels really fast and then it ends with a cartoon version of me lost in the tv laughing
8684,36_myristica spp.,36,myristica spp.,Stimulants,retard . i stopped laughing and was confused . i had no idea how much time went by and know how i ended up in the kitchen . i just felt
8685,25_myristica spp.,25,myristica spp.,Stimulants,back and i remember the trip . i remember was that me daydreaming but then quickly discovered i daydream so it must have been a trip like salvia . well the
8686,47_myristica spp.,47,myristica spp.,Stimulants,to set in . at hours the effects really began to hit me . i quickly became tired and light headed there were many points where i was unable to differentiate
8687,12_myristica spp.,12,myristica spp.,Stimulants,green dream about to ingest a little more of the bubbling cauldronesque potion . the time is retrospective this cooking spice is best left in the kitchen nowhere comparable to even
8688,6_myristica spp.,6,myristica spp.,Stimulants,pm finish downing the bag with some water . better to get it over with quickly it gives me less nausea and well better to get anything bad over pm almost
8689,27_myristica spp.,27,myristica spp.,Stimulants,least we assumed it was peyote . the hallucinations were strong and lasted a really long time and resembled what we read about peyote . i sat down and just stared
8690,11_myristica spp.,11,myristica spp.,Stimulants,towards them . probably got something to do with how around pm finally i decide time to turn around and head back to my house . even though not very good
8691,1_myristica spp.,1,myristica spp.,Stimulants,to feel my heartbeat just to make sure i was just imagining that it was fast . he said it felt like beats per minute . he told me that that
8692,3_myristica spp.,3,myristica spp.,Stimulants,meaning to me . while watching a music video i once felt that placeholder had slowed down and i could capture every hidden detail . generally everything around me would look
8693,45_myristica spp.,45,myristica spp.,Stimulants,dancing is also getting very different than my usual high energy version . it is slowing down and becoming very very fluid . the music also is becoming somewhat flat and
8694,45_myristica spp.,45,myristica spp.,Stimulants,acting like it was on cruise control i did have to think about dancing any longer . my hands feet and body all did what they did and all very smooth
8695,45_myristica spp.,45,myristica spp.,Stimulants,find myself on the dancefloor standing in a strange pose for i do know how long maybe seconds maybe minutes laughing at the video . it was all so strange because
8696,21_myristica spp.,21,myristica spp.,Stimulants,i guess not calling myself a when we got back to the house hours had passed we were now hours in and i had had any real dreams yet . we
8697,19_myristica spp.,19,myristica spp.,Stimulants,myself and wondered whether it was the lack of sleep that made it last so long and made me feel weird during the night of the experience . however lack of
8698,21_myristica spp.,21,myristica spp.,Stimulants,again but will take the nutmeg much earlier in the day so that the hour period comes in around on a party day . i did experience any dream like mind
8699,1_myristica spp.,1,myristica spp.,Stimulants,i feel displaced as if my body is being pulled across itself . my heart rate is accelerated but if i concentrate on my heart i zoom into the sensation .
8700,1_myristica spp.,1,myristica spp.,Stimulants,on my heart i zoom into the sensation . this sensation feels elongated as if duration has lengthened shaking and thirsty . the thirstiness lasts the whole trip though it unbearable
