,Topic Nr,Topic,Substance,Class,Document
2436,24,024 - eat - ate - food,argyreia nervosa,Serotonergic psychedelics,"...i did not eat . the compression gradually built over the next minutes at which time i felt quite relaxed reminiscent of taking a large mushroom dose but to a lesser... - TBS:0.811  (<a href=https://erowid.org/experiences/exp.php?ID=24778#:~:text=i%20did%20not,to%20a%20lesser>URL</a>)"
3005,24,024 - eat - ate - food,argyreia nervosa,Serotonergic psychedelics,"...of the rice i had eaten , and threw up times , which seemed in slow motion . i felt a bit better so i drank some water and sat down... - TBS:0.674  (<a href=https://erowid.org/experiences/exp.php?ID=57788#:~:text=of%20the%20rice,and%20sat%20down>URL</a>)"
3289,24,024 - eat - ate - food,argyreia nervosa,Serotonergic psychedelics,"...the best food i had ever eaten , however , it was also the most time consuming meal i have ever eaten . even as i savored the delicious taste and... - TBS:0.607  (<a href=https://erowid.org/experiences/exp.php?ID=40566#:~:text=the%20best%20food,delicious%20taste%20and>URL</a>)"
1553,24,024 - eat - ate - food,ayahuasca,Serotonergic psychedelics,"...again . i was in good mental and physical health and followed the instructions to fast for DATE on a strict vegetarian diet with no drugs or alcohol or coffee .... - TBS:0.984  (<a href=https://erowid.org/experiences/exp.php?ID=113951#:~:text=again.%20I%20was,alcohol%20or%20coffee.>URL</a>)"
5572,24,024 - open - atmosphere - eyes,brugmansia spp.,Deliriants,"...woke myself up numerous times with violent twitches and loud exclamations that were forgotten as quickly as they arrived . then i woke up , feeling fairly close to normal with... - TBS:0.85  (<a href=https://erowid.org/experiences/exp.php?ID=82210#:~:text=woke%20myself%20up,to%20normal%20with>URL</a>)"
8126,24,024 - talk - talking - girlfriend,caffeine,Stimulants,"...screen and talk to us about them , i felt that she was going so slow . i also became more in tune with my work , answering questions teachers asked... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=544#:~:text=screen%20and%20talk,questions%20teachers%20asked>URL</a>)"
8530,24,024 - talk - talking - girlfriend,caffeine,Stimulants,"...i took cocaine or meth . she said i was talking a lot and very rapidly but it was very fluent . we went out to lunch and i had a... - TBS:0.679  (<a href=https://erowid.org/experiences/exp.php?ID=73796#:~:text=i%20took%20cocaine,I%20had%20a>URL</a>)"
6060,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...little and started to do my homework . the rest of the evening was very slow and drowsy . when i finally fell asleep , i slept like a baby .... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=3980#:~:text=little%20and%20started,like%20a%20baby.>URL</a>)"
7091,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...hard to get to sleep , i think partially because my heart was beating so fast , but eventually i did . going to bed that early is unusual for me... - TBS:0.858  (<a href=https://erowid.org/experiences/exp.php?ID=56706#:~:text=hard%20to%20get,unusual%20for%20me>URL</a>)"
7096,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...since i tried to sleep . i been putting off writing this for a very long time , because it not a place i ever want to go to again .... - TBS:0.855  (<a href=https://erowid.org/experiences/exp.php?ID=45711#:~:text=since%20I%20tried,go%20to%20again.>URL</a>)"
7102,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...brain well , after ran our errands in town we drove back home where , shortly after our arrival , i began to feel somewhat fatigued , and so i lay... - TBS:0.853  (<a href=https://erowid.org/experiences/exp.php?ID=19472#:~:text=brain%20well,%20after,so%20I%20lay>URL</a>)"
7123,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,".... when i moved into the living room , i collapsed on the couch and passed out until the next morning . and yes , i got a very good nights... - TBS:0.846  (<a href=https://erowid.org/experiences/exp.php?ID=17451#:~:text=.%20when%20I,very%20good%20nights>URL</a>)"
7200,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...sleep , but then for some reason i starting laughing and it took me a long time to stop . then i slept the note after last night i realize that... - TBS:0.818  (<a href=https://erowid.org/experiences/exp.php?ID=53595#:~:text=sleep,%20but%20then,I%20realize%20that>URL</a>)"
7209,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...no condition to sleep . those images and sounds i mentioned early were still coming fast and furiously . on top of that i was now dealing with probably the most... - TBS:0.815  (<a href=https://erowid.org/experiences/exp.php?ID=15164#:~:text=no%20condition%20to,probably%20the%20most>URL</a>)"
7240,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...called i was probably dead and to leave me . i told myself that as long as i was awake i was fine so i stayed up until about when i... - TBS:0.805  (<a href=https://erowid.org/experiences/exp.php?ID=70884#:~:text=called%20I%20was,about%20when%20i>URL</a>)"
7244,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...then i began to feel very tired but my friend kept me awake . i slowly started to come down and then i just went to bed . i woke up... - TBS:0.803  (<a href=https://erowid.org/experiences/exp.php?ID=74028#:~:text=then%20I%20began,I%20woke%20up>URL</a>)"
7247,24,024 - sleep - asleep - bed,cannabis spp.,Depressant / sedatives,"...go to sleep , just go to sleep , i fell not sure how much time had passed , but i woke up to the sound of the cats running around... - TBS:0.802  (<a href=https://erowid.org/experiences/exp.php?ID=89536#:~:text=go%20to%20sleep,,cats%20running%20around>URL</a>)"
10357,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...my hands and feet were at some point i believed they had been amputated a long time ago . for most of the visit i was curled into the fetal position... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=8877#:~:text=my%20hands%20and,the%20fetal%20position>URL</a>)"
10366,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"..., it was like i was hovering about feet behind my body . i no longer had any sensation of my body , and in order for my physical body to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=11724#:~:text=,%20it%20was,physical%20body%20to>URL</a>)"
10419,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...generator had been hooked up into my skeleton and now high voltage power was being passed through it . i could feel my bones buzzing , i saw everything with clarity... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=61453#:~:text=generator%20had%20been,everything%20with%20clarity>URL</a>)"
10490,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...electricity began to run through my body , like a wheel of fortune , spinning slowly until the wave was constant , moving from head to toe . i jumped up... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=91780#:~:text=electricity%20began%20to,I%20jumped%20up>URL</a>)"
10499,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...look far away and my blanket would all swirl and distort . my limbs felt long or short and weird and out of place depersonalization this went on for DATE DATE... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=58103#:~:text=look%20far%20away,for%20DATE%20DATE>URL</a>)"
10520,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...my shoulders . i was just starting to get used to the tingling when it quickly washed all over my body , and my whole body at once felt very tingly... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=34928#:~:text=my%20shoulders.%20I,felt%20very%20tingly>URL</a>)"
10567,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...the feeling of tiny fingers poking me over my body . but even that last long . it evolved once now electricity flowed through me . it was slow at first... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=55163#:~:text=the%20feeling%20of,slow%20at%20first>URL</a>)"
10581,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...was on my legs , and my legs started to violently flash again like a fast strobe light . my legs seemed to get a , flat like a piece of... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=33725#:~:text=was%20on%20my,a%20piece%20of>URL</a>)"
10623,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...while moving into the fetal position . it felt as though my legs were moving rapidly and my arms and hands could feel my face when i made the attempt to... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=42453#:~:text=while%20moving%20into,the%20attempt%20to>URL</a>)"
10626,24,024 - body - tingling - slowly,cannabis spp.,Depressant / sedatives,"...changed , it was as if i had band aids on the finger tips . shortly after that i started sweating lightly in the hands and when i turned on the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=97282#:~:text=changed,%20it%20was,turned%20on%20the>URL</a>)"
7314,24,024 - sleep - asleep - bed,clonazepam,Depressant / sedatives,"..., but i went to bed , put on some chill tunes , and totaly passed out . the next morning is a blur , i recall being very tired .... - TBS:0.773  (<a href=https://erowid.org/experiences/exp.php?ID=56563#:~:text=,%20but%20I,being%20very%20tired.>URL</a>)"
8391,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...try some . i told her my story and that i done it for a long while , but she insisted we try it together . this is the time that... - TBS:0.857  (<a href=https://erowid.org/experiences/exp.php?ID=48478#:~:text=try%20some.%20I,the%20time%20that>URL</a>)"
8480,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...continually making runs to her room or her bathroom to do lines . half the time i would just sit there and do a line in front of her , i... - TBS:0.76  (<a href=https://erowid.org/experiences/exp.php?ID=66540#:~:text=continually%20making%20runs,of%20her,%20i>URL</a>)"
8533,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...case she had to talk to a paramedic or something , is all happening very fast . faster than i can possibly communicate to you . i am narrating what is... - TBS:0.677  (<a href=https://erowid.org/experiences/exp.php?ID=53648#:~:text=case%20she%20had,narrating%20what%20is>URL</a>)"
8580,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...a loving girlfriend who has a lot of experience with it and who took the time and patience to come down with me and guide me . the bottom line for... - TBS:0.419  (<a href=https://erowid.org/experiences/exp.php?ID=45391#:~:text=a%20loving%20girlfriend,bottom%20line%20for>URL</a>)"
8584,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...grab a kitchen knife and carefully on the floor i chop her into a fine long thick line . i pick a good song to put on and take the first... - TBS:0.315  (<a href=https://erowid.org/experiences/exp.php?ID=109168#:~:text=grab%20a%20kitchen,take%20the%20first>URL</a>)"
8586,24,024 - talk - talking - girlfriend,cocaine,Stimulants,"...maybe an hour it took her to remember her name . she fully recovered in time and i had to explain to her what happened as she had no memory of... - TBS:0.256  (<a href=https://erowid.org/experiences/exp.php?ID=67453#:~:text=maybe%20an%20hour,no%20memory%20of>URL</a>)"
7292,24,024 - sleep - asleep - bed,codeine,Depressant / sedatives,"...and i passed out at about i began to wake up around but would keep passing out for a couple more hours . i finally woke up for good at around... - TBS:0.781  (<a href=https://erowid.org/experiences/exp.php?ID=783#:~:text=and%20I%20passed,good%20at%20around>URL</a>)"
7355,24,024 - sleep - asleep - bed,codeine,Depressant / sedatives,"...not sleep , but my heart was pounding like crazy . i thought it would pass and tried to ignore it . i able to , and started to panic a... - TBS:0.755  (<a href=https://erowid.org/experiences/exp.php?ID=49961#:~:text=not%20sleep,%20but,to%20panic%20a>URL</a>)"
7374,24,024 - sleep - asleep - bed,codeine,Depressant / sedatives,"...spent the rest of the night laying on my bed watching some tv until i slowly drifted off to sleep . i noticed that when i woke up i did nt... - TBS:0.747  (<a href=https://erowid.org/experiences/exp.php?ID=43363#:~:text=spent%20the%20rest,I%20did%20nt>URL</a>)"
