,Topic Nr,Topic,Substance,Class,Document
7368,25,025 - depression - depressed - happy,diphenhydramine,Depressant / sedatives,"...apathy , paranoia , and feminism . i checked my stopwatch . an hour had passed since we consumed the pills . the lights were off so i did get to... - TBS:0.391  (<a href=https://erowid.org/experiences/exp.php?ID=34135#:~:text=apathy,%20paranoia,%20and,did%20get%20to>URL</a>)"
7469,25,025 - depression - depressed - happy,diphenhydramine,Depressant / sedatives,"...i freaked out a bit , but as i got closer it disappeared . over time i managed to give up nytol . upon doing so , i began to appreciate... - TBS:0.224  (<a href=https://erowid.org/experiences/exp.php?ID=89036#:~:text=i%20freaked%20out,began%20to%20appreciate>URL</a>)"
5843,25,025 - depression - depressed - happy,gbl,Depressant / sedatives,"..., , exercising , everything a physically fit guy should be doing . then i slowly started to slip back into the depression that been in and out of for DATE... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=80862#:~:text=,,%20exercising,%20everything,of%20for%20DATE>URL</a>)"
7367,25,025 - depression - depressed - happy,gbl,Depressant / sedatives,"...mood flattens out a bit or , in the case of a day round the clock binge , alot . there is an intense clouding of thought . i can not... - TBS:0.392  (<a href=https://erowid.org/experiences/exp.php?ID=56016#:~:text=mood%20flattens%20out,I%20can%20not>URL</a>)"
7381,25,025 - depression - depressed - happy,heroin,Depressant / sedatives,"...it , it will make it extremely difficult to even feel happiness anymore for a long time because your brain wo release the dopamine anymore . so for the sake of... - TBS:0.375  (<a href=https://erowid.org/experiences/exp.php?ID=107384#:~:text=it,%20it%20will,the%20sake%20of>URL</a>)"
7406,25,025 - depression - depressed - happy,heroin,Depressant / sedatives,"...did notice because i was too fucked up . i been so wasted for so long now i too desensitized to feel anything but anger any more and yet i ca... - TBS:0.34  (<a href=https://erowid.org/experiences/exp.php?ID=24758#:~:text=did%20notice%20because,yet%20I%20ca>URL</a>)"
7411,25,025 - depression - depressed - happy,heroin,Depressant / sedatives,"...we often found him unbearable to be around . things were worsening thanks to his long distance girlfriend in GPE and their constant fighting , and it was getting to him...- TBS:0.329  (NO URL)"
7458,25,025 - depression - depressed - happy,heroin,Depressant / sedatives,"...like the feeling you have when young and your parents return after being away a long time . that type of reassuringness is what i feel when i shoot heroin .... - TBS:0.245  (<a href=https://erowid.org/experiences/exp.php?ID=64944#:~:text=like%20the%20feeling,I%20shoot%20heroin.>URL</a>)"
7356,25,025 - depression - depressed - happy,jwh-018,Depressant / sedatives,"...going through bipolar phases where i would be having fun and smiling , but then quickly transition into depressed sadness and then back . this was very odd and different from... - TBS:0.406  (<a href=https://erowid.org/experiences/exp.php?ID=77794#:~:text=going%20through%20bipolar,and%20different%20from>URL</a>)"
7433,25,025 - depression - depressed - happy,mitragyna speciosa,Depressant / sedatives,"...father and me is nonexistent . emotionally at least . he has derived from a long line of alcoholics . everyone on his side of the family is either dead or... - TBS:0.286  (<a href=https://erowid.org/experiences/exp.php?ID=111900#:~:text=father%20and%20me,either%20dead%20or>URL</a>)"
7432,25,025 - depression - depressed - happy,morphine,Depressant / sedatives,"...was feeling pretty happy already and i continued to feel happy and blissful throughout the duration of the experience . the feeling was not unlike that of being on heroin which... - TBS:0.287  (<a href=https://erowid.org/experiences/exp.php?ID=9082#:~:text=was%20feeling%20pretty,on%20heroin%20which>URL</a>)"
7360,25,025 - depression - depressed - happy,oxycodone,Depressant / sedatives,"...on my mind . i grieved deeply over the loss of such a close and long time friend . eventually , i thought about the oxycontin less and less , but... - TBS:0.402  (<a href=https://erowid.org/experiences/exp.php?ID=85149#:~:text=on%20my%20mind.,and%20less,%20but>URL</a>)"
6728,25,025 - depression - depressed - happy,papaver somniferum,Depressant / sedatives,"...it has been that bad to sustain my mental satiation and physical health . over time i noticed a growing depression within me , now to the point where i have... - TBS:0.827  (<a href=https://erowid.org/experiences/exp.php?ID=112208#:~:text=it%20has%20been,where%20I%20have>URL</a>)"
6207,25,025 - depression - depressed - happy,tramadol,Depressant / sedatives,"...as a coping mechanism to deal with school and depression going through a very tough time in my life . i shifted to using from positive reinforcement to negative reinforcement ,... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=23183#:~:text=as%20a%20coping,to%20negative%20reinforcement,>URL</a>)"
6213,25,025 - depression - depressed - happy,tramadol,Depressant / sedatives,"...schools i was to depressed with my own situation to do anything . so i slowly began the downward spiral which has been my life ever since . there has been... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=91258#:~:text=schools%20I%20was,there%20has%20been>URL</a>)"
6935,25,025 - depression - depressed - happy,tramadol,Depressant / sedatives,"...depressed person major depressive disorder with suicidal tendencies . during the winter of in the time of my first semester of college i tried to hang myself . this single event... - TBS:0.719  (<a href=https://erowid.org/experiences/exp.php?ID=89099#:~:text=depressed%20person%20major,this%20single%20event>URL</a>)"
7461,25,025 - depression - depressed - happy,zopiclone,Depressant / sedatives,"...happy , and not in any manic or fashion . which was fine until he passed out into a state . two of his close , deeply caring , sensitive friends... - TBS:0.24  (<a href=https://erowid.org/experiences/exp.php?ID=46729#:~:text=happy,%20and%20not,caring,%20sensitive%20friends>URL</a>)"
9735,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,".... i distinctly remember having the choice to stay in this amazing place for another eternity , or i could return to my body . in fact , up until this... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=94632#:~:text=.%20I%20distinctly,up%20until%20this>URL</a>)"
9747,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...pretty much told me i going to hell . this is what the rest of eternity is going to feel like for you . it made me feel like all my... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=113957#:~:text=pretty%20much%20told,like%20all%20my>URL</a>)"
9778,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...of my imperfections and i realized that i was about to be sent to an eternity in hell . i cried and tried very hard to find some good in myself... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=83098#:~:text=of%20my%20imperfections,good%20in%20myself>URL</a>)"
9841,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...the same i was in a personal hell and felt i would be there for eternity . i did not think i was coming back how could i ever be the... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=85721#:~:text=the%20same%20I,ever%20be%20the>URL</a>)"
9879,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...it . i was in a personal hell and felt i would be there for eternity . i did not think i was coming back how could i ever be the... - TBS:0.988  (<a href=https://erowid.org/experiences/exp.php?ID=85721#:~:text=it.%20I%20was,ever%20be%20the>URL</a>)"
9887,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...rest , to lay down and have my soul die . i do this for eternity . i longed for comfort . i decided to lay down and stop fighting but... - TBS:0.974  (<a href=https://erowid.org/experiences/exp.php?ID=113385#:~:text=rest,%20to%20lay,stop%20fighting%20but>URL</a>)"
9912,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...be in control of me for the rest of my life , maybe even for eternity . i fought to the death and it was fun , but i was the... - TBS:0.914  (<a href=https://erowid.org/experiences/exp.php?ID=83098#:~:text=be%20in%20control,I%20was%20the>URL</a>)"
9943,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...what it would be like to have your entire family stripped from you for all eternity , to be left in a place of torment and suffering with others who are... - TBS:0.829  (<a href=https://erowid.org/experiences/exp.php?ID=83098#:~:text=what%20it%20would,others%20who%20are>URL</a>)"
9963,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...and in that instant i knew i was trapped in the level of hell for eternity to be killed over and over again for eternity . never being able to close... - TBS:0.768  (<a href=https://erowid.org/experiences/exp.php?ID=111225#:~:text=and%20in%20that,able%20to%20close>URL</a>)"
9964,25,025 - eternity - hell - rest,_ DMT (Own graph & topics),Serotonergic psychedelics,"...death and torment , never being released . no sleep , no respite , an infinity of torture . i was killed again and again . the feeling was beyond the... - TBS:0.764  (<a href=https://erowid.org/experiences/exp.php?ID=111225#:~:text=death%20and%20torment,,was%20beyond%20the>URL</a>)"
9035,25,025 - hour - hours - half,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...what felt like an hour , but i am fairly sure it was much less time because i was so focused on it . no outside thoughts even had a remote... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=81371#:~:text=what%20felt%20like,had%20a%20remote>URL</a>)"
9098,25,025 - hour - hours - half,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...about hours , but i felt like i had lived an entire lifetime in that short span . i got up and looked around after turning on the light . objects... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=65165#:~:text=about%20hours,%20but,the%20light.%20objects>URL</a>)"
9167,25,025 - hour - hours - half,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...least half an hour to get there , in a straight line with a straight pace . the dark looked darker than ever and at the PLACEHOLDER PLACEHOLDER , my vision... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=28202#:~:text=least%20half%20an,PLACEHOLDER,%20my%20vision>URL</a>)"
9370,25,025 - hour - hours - half,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...what i believe was about an hour , although , again , it felt much longer , absorbing the universe into me . eventually , i remember that my cats are... - TBS:1.0  (<a href=https://erowid.org/experiences/exp.php?ID=18751#:~:text=what%20I%20believe,my%20cats%20are>URL</a>)"
9441,25,025 - hour - hours - half,_ Psilocybin mushrooms (Own graph & topics),Serotonergic psychedelics,"...of maybe five minutes , though it hard for me to be sure of the time lapse after so much time has passed i would find myself in the car and... - TBS:0.97  (<a href=https://erowid.org/experiences/exp.php?ID=48562#:~:text=of%20maybe%20five,the%20car%20and>URL</a>)"
